
time,ax,ay,az,wx,wy,wz,
0.122,-0.12,0.02,0.38,0.04,0.07,0.02,
0.122,-0.12,0.02,0.38,0.04,0.07,0.02,
0.131,-0.12,0.02,0.38,-0.01,0.12,0.01,
0.132,-0.12,0.02,0.38,-0.01,0.12,0.01,
0.132,-0.05,0.03,0.37,-0.01,0.12,0.01,
0.133,-0.05,0.03,0.37,-0.01,0.12,0.01,
0.141,-0.05,0.03,0.37,-0.01,0.12,0.01,
0.141,-0.05,0.03,0.37,-0.01,0.12,0.01,
0.142,-0.05,0.03,0.37,-0.01,0.12,0.01,
0.142,-0.05,0.03,0.37,-0.01,0.12,0.01,
0.15,-0.05,0.03,0.37,-0.09,0.12,-0.02,
0.151,-0.05,0.03,0.37,-0.09,0.12,-0.02,
0.151,0.01,0.01,0.16,-0.09,0.12,-0.02,
0.152,0.01,0.01,0.16,-0.09,0.12,-0.02,
0.159,0.01,0.01,0.16,-0.09,0.12,-0.02,
0.16,0.01,0.01,0.16,-0.09,0.12,-0.02,
0.16,0.01,0.01,0.16,-0.09,0.12,-0.02,
0.161,0.01,0.01,0.16,-0.09,0.12,-0.02,
0.169,0.01,0.01,0.16,-0.10,0.09,-0.03,
0.17,0.01,0.01,0.16,-0.10,0.09,-0.03,
0.171,-0.00,0.02,0.04,-0.10,0.09,-0.03,
0.171,-0.00,0.02,0.04,-0.10,0.09,-0.03,
0.185,-0.00,0.02,0.04,-0.10,0.04,-0.04,
0.185,-0.00,0.02,0.04,-0.10,0.04,-0.04,
0.186,-0.01,0.04,0.09,-0.10,0.04,-0.04,
0.186,-0.01,0.04,0.09,-0.10,0.04,-0.04,
0.19,-0.01,0.04,0.09,-0.09,0.01,-0.05,
0.191,-0.01,0.04,0.09,-0.09,0.01,-0.05,
0.191,-0.02,0.05,0.15,-0.09,0.01,-0.05,
0.192,-0.02,0.05,0.15,-0.09,0.01,-0.05,
0.197,-0.02,0.05,0.15,-0.07,-0.01,-0.05,
0.198,-0.02,0.05,0.15,-0.07,-0.01,-0.05,
0.199,-0.02,0.03,0.18,-0.07,-0.01,-0.05,
0.2,-0.02,0.03,0.18,-0.07,-0.01,-0.05,
0.207,-0.02,0.03,0.18,-0.05,-0.02,-0.06,
0.207,-0.02,0.03,0.18,-0.05,-0.02,-0.06,
0.208,-0.03,-0.03,0.19,-0.05,-0.02,-0.06,
0.208,-0.03,-0.03,0.19,-0.05,-0.02,-0.06,
0.217,-0.03,-0.03,0.19,-0.04,-0.03,-0.06,
0.218,-0.03,-0.03,0.19,-0.04,-0.03,-0.06,
0.218,-0.07,-0.07,0.19,-0.04,-0.03,-0.06,
0.219,-0.07,-0.07,0.19,-0.04,-0.03,-0.06,
0.226,-0.07,-0.07,0.19,-0.04,-0.03,-0.05,
0.227,-0.07,-0.07,0.19,-0.04,-0.03,-0.05,
0.227,-0.10,-0.12,0.20,-0.04,-0.03,-0.05,
0.228,-0.10,-0.12,0.20,-0.04,-0.03,-0.05,
0.236,-0.10,-0.12,0.20,-0.06,-0.02,-0.05,
0.236,-0.10,-0.12,0.20,-0.06,-0.02,-0.05,
0.237,-0.13,-0.15,0.23,-0.06,-0.02,-0.05,
0.237,-0.13,-0.15,0.23,-0.06,-0.02,-0.05,
0.246,-0.13,-0.15,0.23,-0.08,-0.00,-0.05,
0.247,-0.13,-0.15,0.23,-0.08,-0.00,-0.05,
0.247,-0.14,-0.15,0.27,-0.08,-0.00,-0.05,
0.248,-0.14,-0.15,0.27,-0.08,-0.00,-0.05,
0.256,-0.14,-0.15,0.27,-0.11,0.02,-0.04,
0.257,-0.14,-0.15,0.27,-0.11,0.02,-0.04,
0.257,-0.14,-0.16,0.28,-0.11,0.02,-0.04,
0.258,-0.14,-0.16,0.28,-0.11,0.02,-0.04,
0.264,-0.14,-0.16,0.28,-0.13,0.04,-0.03,
0.265,-0.14,-0.16,0.28,-0.13,0.04,-0.03,
0.265,-0.16,-0.14,0.27,-0.13,0.04,-0.03,
0.266,-0.16,-0.14,0.27,-0.13,0.04,-0.03,
0.273,-0.16,-0.14,0.27,-0.15,0.06,-0.02,
0.274,-0.16,-0.14,0.27,-0.15,0.06,-0.02,
0.275,-0.16,-0.09,0.25,-0.15,0.06,-0.02,
0.275,-0.16,-0.09,0.25,-0.15,0.06,-0.02,
0.282,-0.16,-0.09,0.25,-0.16,0.08,-0.01,
0.283,-0.16,-0.09,0.25,-0.16,0.08,-0.01,
0.283,-0.14,-0.04,0.24,-0.16,0.08,-0.01,
0.284,-0.14,-0.04,0.24,-0.16,0.08,-0.01,
0.298,-0.14,-0.04,0.24,-0.15,0.09,0.00,
0.299,-0.14,-0.04,0.24,-0.15,0.09,0.00,
0.299,-0.09,-0.03,0.25,-0.15,0.09,0.00,
0.3,-0.09,-0.03,0.25,-0.15,0.09,0.00,
0.301,-0.09,-0.03,0.25,-0.13,0.10,0.03,
0.302,-0.09,-0.03,0.25,-0.13,0.10,0.03,
0.302,-0.05,-0.00,0.29,-0.13,0.10,0.03,
0.303,-0.05,-0.00,0.29,-0.13,0.10,0.03,
0.312,-0.05,-0.00,0.29,-0.10,0.10,0.05,
0.313,-0.05,-0.00,0.29,-0.10,0.10,0.05,
0.313,-0.01,-0.00,0.33,-0.10,0.10,0.05,
0.314,-0.01,-0.00,0.33,-0.10,0.10,0.05,
0.323,-0.01,-0.00,0.33,-0.07,0.08,0.07,
0.324,-0.01,-0.00,0.33,-0.07,0.08,0.07,
0.324,0.03,-0.01,0.37,-0.07,0.08,0.07,
0.325,0.03,-0.01,0.37,-0.07,0.08,0.07,
0.343,0.03,-0.01,0.37,-0.04,0.05,0.09,
0.346,0.03,-0.01,0.37,-0.04,0.05,0.09,
0.347,0.04,0.02,0.37,-0.04,0.05,0.09,
0.348,0.04,0.02,0.37,-0.04,0.05,0.09,
0.349,0.04,0.02,0.37,-0.02,0.02,0.10,
0.35,0.04,0.02,0.37,-0.02,0.02,0.10,
0.35,0.04,0.02,0.37,-0.02,0.02,0.10,
0.351,0.05,0.03,0.37,-0.02,0.02,0.10,
0.352,0.05,0.03,0.37,-0.02,0.02,0.10,
0.352,0.05,0.03,0.37,-0.02,0.02,0.10,
0.356,0.05,0.03,0.37,-0.01,-0.01,0.10,
0.357,0.05,0.03,0.37,-0.01,-0.01,0.10,
0.358,0.03,0.02,0.38,-0.01,-0.01,0.10,
0.359,0.03,0.02,0.38,-0.01,-0.01,0.10,
0.364,0.03,0.02,0.38,-0.00,-0.04,0.10,
0.364,0.03,0.02,0.38,-0.00,-0.04,0.10,
0.365,0.01,0.01,0.40,-0.00,-0.04,0.10,
0.365,0.01,0.01,0.40,-0.00,-0.04,0.10,
0.373,0.01,0.01,0.40,0.00,-0.05,0.10,
0.373,0.01,0.01,0.40,0.00,-0.05,0.10,
0.374,0.02,-0.02,0.41,0.00,-0.05,0.10,
0.374,0.02,-0.02,0.41,0.00,-0.05,0.10,
0.384,0.02,-0.02,0.41,0.00,-0.05,0.11,
0.385,0.02,-0.02,0.41,0.00,-0.05,0.11,
0.385,0.06,-0.03,0.38,0.00,-0.05,0.11,
0.386,0.06,-0.03,0.38,0.00,-0.05,0.11,
0.399,0.06,-0.03,0.38,-0.00,-0.05,0.13,
0.4,0.06,-0.03,0.38,-0.00,-0.05,0.13,
0.401,0.10,-0.02,0.33,-0.00,-0.05,0.13,
0.401,0.10,-0.02,0.33,-0.00,-0.05,0.13,
0.406,0.10,-0.02,0.33,-0.01,-0.04,0.16,
0.407,0.10,-0.02,0.33,-0.01,-0.04,0.16,
0.408,0.15,0.00,0.26,-0.01,-0.04,0.16,
0.408,0.15,0.00,0.26,-0.01,-0.04,0.16,
0.414,0.15,0.00,0.26,-0.02,-0.04,0.18,
0.414,0.15,0.00,0.26,-0.02,-0.04,0.18,
0.415,0.20,0.04,0.23,-0.02,-0.04,0.18,
0.416,0.20,0.04,0.23,-0.02,-0.04,0.18,
0.422,0.20,0.04,0.23,-0.02,-0.05,0.18,
0.423,0.20,0.04,0.23,-0.02,-0.05,0.18,
0.424,0.22,0.07,0.21,-0.02,-0.05,0.18,
0.424,0.22,0.07,0.21,-0.02,-0.05,0.18,
0.43,0.22,0.07,0.21,-0.00,-0.08,0.15,
0.431,0.22,0.07,0.21,-0.00,-0.08,0.15,
0.432,0.22,0.06,0.22,-0.00,-0.08,0.15,
0.432,0.22,0.06,0.22,-0.00,-0.08,0.15,
0.44,0.22,0.06,0.22,0.02,-0.12,0.11,
0.44,0.22,0.06,0.22,0.02,-0.12,0.11,
0.44,0.21,0.04,0.24,0.02,-0.12,0.11,
0.441,0.21,0.04,0.24,0.02,-0.12,0.11,
0.45,0.21,0.04,0.24,0.03,-0.14,0.07,
0.451,0.21,0.04,0.24,0.03,-0.14,0.07,
0.451,0.15,0.00,0.25,0.03,-0.14,0.07,
0.452,0.15,0.00,0.25,0.03,-0.14,0.07,
0.459,0.15,0.00,0.25,0.03,-0.14,0.07,
0.46,0.15,0.00,0.25,0.03,-0.14,0.07,
0.461,0.15,0.00,0.25,0.03,-0.14,0.07,
0.461,0.15,0.00,0.25,0.03,-0.14,0.07,
0.469,0.15,0.00,0.25,0.04,-0.15,0.06,
0.47,0.15,0.00,0.25,0.04,-0.15,0.06,
0.476,-0.01,0.05,0.23,0.04,-0.15,0.06,
0.476,-0.01,0.05,0.23,0.04,-0.15,0.06,
0.484,-0.01,0.05,0.23,0.05,-0.14,0.06,
0.486,-0.01,0.05,0.23,0.05,-0.14,0.06,
0.486,-0.06,0.17,0.20,0.05,-0.14,0.06,
0.486,-0.06,0.17,0.20,0.05,-0.14,0.06,
0.493,-0.06,0.17,0.20,0.06,-0.03,0.09,
0.494,-0.06,0.17,0.20,0.06,-0.03,0.09,
0.494,-0.10,0.34,0.16,0.06,-0.03,0.09,
0.495,-0.10,0.34,0.16,0.06,-0.03,0.09,
0.497,-0.10,0.34,0.16,0.06,-0.03,0.09,
0.497,-0.10,0.34,0.16,0.06,-0.03,0.09,
0.498,-0.10,0.34,0.16,0.06,-0.03,0.09,
0.498,-0.10,0.34,0.16,0.06,-0.03,0.09,
0.506,-0.10,0.34,0.16,0.10,0.04,0.10,
0.507,-0.10,0.34,0.16,0.10,0.04,0.10,
0.508,-0.19,0.62,0.06,0.10,0.04,0.10,
0.508,-0.19,0.62,0.06,0.10,0.04,0.10,
0.516,-0.19,0.62,0.06,0.16,0.10,0.12,
0.517,-0.19,0.62,0.06,0.16,0.10,0.12,
0.518,-0.34,0.54,0.08,0.16,0.10,0.12,
0.519,-0.34,0.54,0.08,0.16,0.10,0.12,
0.525,-0.34,0.54,0.08,0.23,0.17,0.14,
0.526,-0.34,0.54,0.08,0.23,0.17,0.14,
0.527,-0.61,0.35,0.11,0.23,0.17,0.14,
0.528,-0.61,0.35,0.11,0.23,0.17,0.14,
0.535,-0.61,0.35,0.11,0.29,0.25,0.19,
0.536,-0.61,0.35,0.11,0.29,0.25,0.19,
0.537,-0.93,0.08,0.03,0.29,0.25,0.19,
0.538,-0.93,0.08,0.03,0.29,0.25,0.19,
0.545,-0.93,0.08,0.03,0.31,0.37,0.23,
0.547,-0.93,0.08,0.03,0.31,0.37,0.23,
0.549,-1.16,-0.26,-0.16,0.31,0.37,0.23,
0.549,-1.16,-0.26,-0.16,0.31,0.37,0.23,
0.555,-1.16,-0.26,-0.16,0.26,0.52,0.27,
0.555,-1.16,-0.26,-0.16,0.26,0.52,0.27,
0.556,-1.15,-0.50,-0.46,0.26,0.52,0.27,
0.556,-1.15,-0.50,-0.46,0.26,0.52,0.27,
0.564,-1.15,-0.50,-0.46,0.15,0.70,0.28,
0.564,-1.15,-0.50,-0.46,0.15,0.70,0.28,
0.565,-0.83,-0.74,-0.86,0.15,0.70,0.28,
0.565,-0.83,-0.74,-0.86,0.15,0.70,0.28,
0.573,-0.83,-0.74,-0.86,-0.02,0.85,0.29,
0.573,-0.83,-0.74,-0.86,-0.02,0.85,0.29,
0.574,-0.33,-0.97,-1.13,-0.02,0.85,0.29,
0.574,-0.33,-0.97,-1.13,-0.02,0.85,0.29,
0.583,-0.33,-0.97,-1.13,-0.19,0.92,0.27,
0.583,-0.33,-0.97,-1.13,-0.19,0.92,0.27,
0.584,0.17,-1.22,-1.27,-0.19,0.92,0.27,
0.585,0.17,-1.22,-1.27,-0.19,0.92,0.27,
0.595,0.17,-1.22,-1.27,-0.37,0.83,0.20,
0.596,0.17,-1.22,-1.27,-0.37,0.83,0.20,
0.596,0.53,-1.46,-1.31,-0.37,0.83,0.20,
0.597,0.53,-1.46,-1.31,-0.37,0.83,0.20,
0.602,0.53,-1.46,-1.31,-0.53,0.58,0.10,
0.603,0.53,-1.46,-1.31,-0.53,0.58,0.10,
0.604,0.81,-1.69,-1.30,-0.53,0.58,0.10,
0.605,0.81,-1.69,-1.30,-0.53,0.58,0.10,
0.612,0.81,-1.69,-1.30,-0.70,0.21,-0.04,
0.613,0.81,-1.69,-1.30,-0.70,0.21,-0.04,
0.613,1.13,-1.88,-1.37,-0.70,0.21,-0.04,
0.614,1.13,-1.88,-1.37,-0.70,0.21,-0.04,
0.622,1.13,-1.88,-1.37,-0.88,-0.21,-0.17,
0.622,1.13,-1.88,-1.37,-0.88,-0.21,-0.17,
0.623,1.66,-1.98,-1.55,-0.88,-0.21,-0.17,
0.624,1.66,-1.98,-1.55,-0.88,-0.21,-0.17,
0.63,1.66,-1.98,-1.55,-1.05,-0.63,-0.27,
0.631,1.66,-1.98,-1.55,-1.05,-0.63,-0.27,
0.632,3.28,-2.07,-1.82,-1.05,-0.63,-0.27,
0.632,3.28,-2.07,-1.82,-1.05,-0.63,-0.27,
0.64,3.28,-2.07,-1.82,-1.21,-1.10,-0.34,
0.641,3.28,-2.07,-1.82,-1.21,-1.10,-0.34,
0.641,3.67,-2.11,-1.84,-1.21,-1.10,-0.34,
0.642,3.67,-2.11,-1.84,-1.21,-1.10,-0.34,
0.65,3.67,-2.11,-1.84,-1.34,-1.70,-0.44,
0.651,3.67,-2.11,-1.84,-1.34,-1.70,-0.44,
0.651,4.10,-2.18,-1.49,-1.34,-1.70,-0.44,
0.652,4.10,-2.18,-1.49,-1.34,-1.70,-0.44,
0.659,4.10,-2.18,-1.49,-1.34,-1.70,-0.44,
0.66,4.10,-2.18,-1.49,-1.34,-1.70,-0.44,
0.66,4.10,-2.18,-1.49,-1.34,-1.70,-0.44,
0.661,4.10,-2.18,-1.49,-1.34,-1.70,-0.44,
0.668,4.10,-2.18,-1.49,-1.43,-2.43,-0.61,
0.669,4.10,-2.18,-1.49,-1.43,-2.43,-0.61,
0.669,4.30,-2.48,0.58,-1.43,-2.43,-0.61,
0.67,4.30,-2.48,0.58,-1.43,-2.43,-0.61,
0.678,4.30,-2.48,0.58,-1.53,-3.13,-0.71,
0.679,4.30,-2.48,0.58,-1.53,-3.13,-0.71,
0.679,4.21,-2.83,1.02,-1.53,-3.13,-0.71,
0.68,4.21,-2.83,1.02,-1.53,-3.13,-0.71,
0.688,4.21,-2.83,1.02,-1.65,-3.58,-0.73,
0.689,4.21,-2.83,1.02,-1.65,-3.58,-0.73,
0.69,4.10,-3.38,1.20,-1.65,-3.58,-0.73,
0.69,4.10,-3.38,1.20,-1.65,-3.58,-0.73,
0.697,4.10,-3.38,1.20,-1.80,-3.69,-0.72,
0.698,4.10,-3.38,1.20,-1.80,-3.69,-0.72,
0.698,4.07,-4.85,0.97,-1.80,-3.69,-0.72,
0.699,4.07,-4.85,0.97,-1.80,-3.69,-0.72,
0.706,4.07,-4.85,0.97,-1.98,-3.51,-0.56,
0.707,4.07,-4.85,0.97,-1.98,-3.51,-0.56,
0.71,4.27,-5.25,-0.90,-1.98,-3.51,-0.56,
0.711,4.27,-5.25,-0.90,-1.98,-3.51,-0.56,
0.717,4.27,-5.25,-0.90,-2.25,-3.22,-0.34,
0.718,4.27,-5.25,-0.90,-2.25,-3.22,-0.34,
0.718,4.55,-5.58,-3.22,-2.25,-3.22,-0.34,
0.719,4.55,-5.58,-3.22,-2.25,-3.22,-0.34,
0.725,4.55,-5.58,-3.22,-2.62,-2.98,-0.16,
0.727,4.55,-5.58,-3.22,-2.62,-2.98,-0.16,
0.727,4.66,-5.65,-5.22,-2.62,-2.98,-0.16,
0.728,4.66,-5.65,-5.22,-2.62,-2.98,-0.16,
0.735,4.66,-5.65,-5.22,-3.06,-2.92,-0.10,
0.736,4.66,-5.65,-5.22,-3.06,-2.92,-0.10,
0.737,4.50,-5.33,-5.48,-3.06,-2.92,-0.10,
0.737,4.50,-5.33,-5.48,-3.06,-2.92,-0.10,
0.745,4.50,-5.33,-5.48,-3.52,-3.04,-0.16,
0.747,4.50,-5.33,-5.48,-3.52,-3.04,-0.16,
0.748,4.45,-3.18,-3.98,-3.52,-3.04,-0.16,
0.749,4.45,-3.18,-3.98,-3.52,-3.04,-0.16,
0.755,4.45,-3.18,-3.98,-3.82,-3.27,-0.25,
0.756,4.45,-3.18,-3.98,-3.82,-3.27,-0.25,
0.756,4.84,-2.63,-2.00,-3.82,-3.27,-0.25,
0.757,4.84,-2.63,-2.00,-3.82,-3.27,-0.25,
0.764,4.84,-2.63,-2.00,-3.69,-3.44,-0.28,
0.765,4.84,-2.63,-2.00,-3.69,-3.44,-0.28,
0.765,7.03,-0.73,-1.62,-3.69,-3.44,-0.28,
0.766,7.03,-0.73,-1.62,-3.69,-3.44,-0.28,
0.773,7.03,-0.73,-1.62,-2.92,-3.46,-0.29,
0.774,7.03,-0.73,-1.62,-2.92,-3.46,-0.29,
0.775,9.51,-0.26,-1.37,-2.92,-3.46,-0.29,
0.775,9.51,-0.26,-1.37,-2.92,-3.46,-0.29,
0.782,9.51,-0.26,-1.37,-1.66,-3.50,-0.40,
0.783,9.51,-0.26,-1.37,-1.66,-3.50,-0.40,
0.784,9.93,-0.04,-1.71,-1.66,-3.50,-0.40,
0.785,9.93,-0.04,-1.71,-1.66,-3.50,-0.40,
0.793,9.93,-0.04,-1.71,-0.36,-3.74,-0.72,
0.795,9.93,-0.04,-1.71,-0.36,-3.74,-0.72,
0.795,9.80,-0.27,-3.36,-0.36,-3.74,-0.72,
0.796,9.80,-0.27,-3.36,-0.36,-3.74,-0.72,
0.802,9.80,-0.27,-3.36,0.61,-4.17,-1.15,
0.803,9.80,-0.27,-3.36,0.61,-4.17,-1.15,
0.803,7.28,-1.83,-5.34,0.61,-4.17,-1.15,
0.804,7.28,-1.83,-5.34,0.61,-4.17,-1.15,
0.812,7.28,-1.83,-5.34,1.12,-4.58,-1.47,
0.813,7.28,-1.83,-5.34,1.12,-4.58,-1.47,
0.813,4.86,-2.08,-5.78,1.12,-4.58,-1.47,
0.814,4.86,-2.08,-5.78,1.12,-4.58,-1.47,
0.821,4.86,-2.08,-5.78,1.29,-4.77,-1.47,
0.822,4.86,-2.08,-5.78,1.29,-4.77,-1.47,
0.823,2.93,-2.53,-7.24,1.29,-4.77,-1.47,
0.823,2.93,-2.53,-7.24,1.29,-4.77,-1.47,
0.831,2.93,-2.53,-7.24,1.31,-4.68,-1.13,
0.832,2.93,-2.53,-7.24,1.31,-4.68,-1.13,
0.833,2.28,-4.36,-7.64,1.31,-4.68,-1.13,
0.833,2.28,-4.36,-7.64,1.31,-4.68,-1.13,
0.841,2.28,-4.36,-7.64,1.25,-4.33,-0.51,
0.842,2.28,-4.36,-7.64,1.25,-4.33,-0.51,
0.843,0.52,-4.67,-9.32,1.25,-4.33,-0.51,
0.843,0.52,-4.67,-9.32,1.25,-4.33,-0.51,
0.851,0.52,-4.67,-9.32,1.04,-3.89,0.31,
0.852,0.52,-4.67,-9.32,1.04,-3.89,0.31,
0.853,-0.15,-6.49,-9.71,1.04,-3.89,0.31,
0.853,-0.15,-6.49,-9.71,1.04,-3.89,0.31,
0.859,-0.15,-6.49,-9.71,1.04,-3.89,0.31,
0.86,-0.15,-6.49,-9.71,1.04,-3.89,0.31,
0.861,-0.15,-6.49,-9.71,1.04,-3.89,0.31,
0.862,-0.15,-6.49,-9.71,1.04,-3.89,0.31,
0.868,-0.15,-6.49,-9.71,0.44,-3.53,1.33,
0.869,-0.15,-6.49,-9.71,0.44,-3.53,1.33,
0.87,-1.08,-7.45,-11.66,0.44,-3.53,1.33,
0.87,-1.08,-7.45,-11.66,0.44,-3.53,1.33,
0.878,-1.08,-7.45,-11.66,-0.70,-3.37,2.67,
0.879,-1.08,-7.45,-11.66,-0.70,-3.37,2.67,
0.88,-1.09,-8.79,-11.49,-0.70,-3.37,2.67,
0.88,-1.09,-8.79,-11.49,-0.70,-3.37,2.67,
0.888,-1.09,-8.79,-11.49,-2.44,-3.52,4.59,
0.889,-1.09,-8.79,-11.49,-2.44,-3.52,4.59,
0.889,-0.71,-9.02,-10.96,-2.44,-3.52,4.59,
0.89,-0.71,-9.02,-10.96,-2.44,-3.52,4.59,
0.897,-0.71,-9.02,-10.96,-4.42,-4.10,7.16,
0.898,-0.71,-9.02,-10.96,-4.42,-4.10,7.16,
0.898,0.80,-9.37,-9.24,-4.42,-4.10,7.16,
0.899,0.80,-9.37,-9.24,-4.42,-4.10,7.16,
0.906,0.80,-9.37,-9.24,-5.80,-5.10,9.67,
0.907,0.80,-9.37,-9.24,-5.80,-5.10,9.67,
0.908,2.18,-9.78,-8.66,-5.80,-5.10,9.67,
0.908,2.18,-9.78,-8.66,-5.80,-5.10,9.67,
0.917,2.18,-9.78,-8.66,-5.93,-6.14,10.90,
0.918,2.18,-9.78,-8.66,-5.93,-6.14,10.90,
0.919,4.09,-10.11,-6.89,-5.93,-6.14,10.90,
0.919,4.09,-10.11,-6.89,-5.93,-6.14,10.90,
0.926,4.09,-10.11,-6.89,-4.96,-6.75,10.44,
0.928,4.09,-10.11,-6.89,-4.96,-6.75,10.44,
0.928,7.69,-10.23,-6.53,-4.96,-6.75,10.44,
0.929,7.69,-10.23,-6.53,-4.96,-6.75,10.44,
0.936,7.69,-10.23,-6.53,-3.44,-6.88,8.74,
0.936,7.69,-10.23,-6.53,-3.44,-6.88,8.74,
0.937,10.34,-9.95,-5.95,-3.44,-6.88,8.74,
0.938,10.34,-9.95,-5.95,-3.44,-6.88,8.74,
0.944,10.34,-9.95,-5.95,-1.79,-6.77,6.40,
0.945,10.34,-9.95,-5.95,-1.79,-6.77,6.40,
0.951,12.82,-9.37,-5.42,-1.79,-6.77,6.40,
0.952,12.82,-9.37,-5.42,-1.79,-6.77,6.40,
0.955,12.82,-9.37,-5.42,-0.23,-6.66,3.92,
0.956,12.82,-9.37,-5.42,-0.23,-6.66,3.92,
0.956,14.97,-7.33,-5.02,-0.23,-6.66,3.92,
0.957,14.97,-7.33,-5.02,-0.23,-6.66,3.92,
0.963,14.97,-7.33,-5.02,1.18,-6.62,1.66,
0.964,14.97,-7.33,-5.02,1.18,-6.62,1.66,
0.965,16.70,-6.72,-4.96,1.18,-6.62,1.66,
0.966,16.70,-6.72,-4.96,1.18,-6.62,1.66,
0.973,16.70,-6.72,-4.96,2.45,-6.60,-0.19,
0.973,16.70,-6.72,-4.96,2.45,-6.60,-0.19,
0.974,18.07,-4.66,-5.27,2.45,-6.60,-0.19,
0.974,18.07,-4.66,-5.27,2.45,-6.60,-0.19,
0.982,18.07,-4.66,-5.27,3.58,-6.54,-1.61,
0.983,18.07,-4.66,-5.27,3.58,-6.54,-1.61,
0.983,18.05,-4.10,-6.93,3.58,-6.54,-1.61,
0.984,18.05,-4.10,-6.93,3.58,-6.54,-1.61,
0.993,18.05,-4.10,-6.93,4.53,-6.45,-2.61,
0.994,18.05,-4.10,-6.93,4.53,-6.45,-2.61,
0.994,17.78,-3.37,-7.29,4.53,-6.45,-2.61,
0.994,17.78,-3.37,-7.29,4.53,-6.45,-2.61,
1.002,17.78,-3.37,-7.29,5.23,-6.33,-3.24,
1.002,17.78,-3.37,-7.29,5.23,-6.33,-3.24,
1.003,17.01,-2.78,-9.11,5.23,-6.33,-3.24,
1.003,17.01,-2.78,-9.11,5.23,-6.33,-3.24,
1.012,17.01,-2.78,-9.11,5.68,-6.21,-3.54,
1.013,17.01,-2.78,-9.11,5.68,-6.21,-3.54,
1.013,14.72,-2.44,-10.63,5.68,-6.21,-3.54,
1.013,14.72,-2.44,-10.63,5.68,-6.21,-3.54,
1.021,14.72,-2.44,-10.63,5.86,-6.10,-3.59,
1.022,14.72,-2.44,-10.63,5.86,-6.10,-3.59,
