
time,ax,ay,az,wx,wy,wz,
1.472,4.91,-0.25,-1.92,0.29,-2.50,0.18,
1.472,4.91,-0.25,-1.92,0.29,-2.50,0.18,
1.509,4.91,-0.25,-1.92,-0.00,-1.73,0.03,
1.51,4.91,-0.25,-1.92,-0.00,-1.73,0.03,
1.51,4.08,-0.38,-2.11,-0.00,-1.73,0.03,
1.511,4.08,-0.38,-2.11,-0.00,-1.73,0.03,
1.546,4.08,-0.38,-2.11,-0.28,-0.80,0.13,
1.546,4.08,-0.38,-2.11,-0.28,-0.80,0.13,
1.547,2.02,-0.72,-2.06,-0.28,-0.80,0.13,
1.548,2.02,-0.72,-2.06,-0.28,-0.80,0.13,
1.584,2.02,-0.72,-2.06,-0.48,-0.03,0.47,
1.585,2.02,-0.72,-2.06,-0.48,-0.03,0.47,
1.586,1.26,-2.27,-1.75,-0.48,-0.03,0.47,
1.586,1.26,-2.27,-1.75,-0.48,-0.03,0.47,
1.622,1.26,-2.27,-1.75,-0.84,0.60,1.57,
1.623,1.26,-2.27,-1.75,-0.84,0.60,1.57,
1.624,0.38,-2.53,-1.17,-0.84,0.60,1.57,
1.624,0.38,-2.53,-1.17,-0.84,0.60,1.57,
1.66,0.38,-2.53,-1.17,-0.01,0.68,2.49,
1.661,0.38,-2.53,-1.17,-0.01,0.68,2.49,
1.661,-0.37,-3.07,-0.75,-0.01,0.68,2.49,
1.662,-0.37,-3.07,-0.75,-0.01,0.68,2.49,
1.698,-0.37,-3.07,-0.75,0.84,0.09,3.31,
1.699,-0.37,-3.07,-0.75,0.84,0.09,3.31,
1.7,-0.70,-3.54,-0.92,0.84,0.09,3.31,
1.7,-0.70,-3.54,-0.92,0.84,0.09,3.31,
1.736,-0.70,-3.54,-0.92,1.57,-1.83,3.82,
1.737,-0.70,-3.54,-0.92,1.57,-1.83,3.82,
1.738,0.71,-3.60,-2.73,1.57,-1.83,3.82,
1.738,0.71,-3.60,-2.73,1.57,-1.83,3.82,
1.774,0.71,-3.60,-2.73,1.62,-3.64,3.22,
1.775,0.71,-3.60,-2.73,1.62,-3.64,3.22,
1.775,2.29,-3.49,-3.99,1.62,-3.64,3.22,
1.776,2.29,-3.49,-3.99,1.62,-3.64,3.22,
1.812,2.29,-3.49,-3.99,1.72,-4.86,1.86,
1.813,2.29,-3.49,-3.99,1.72,-4.86,1.86,
1.814,2.63,-3.26,-4.32,1.72,-4.86,1.86,
1.814,2.63,-3.26,-4.32,1.72,-4.86,1.86,
1.852,2.63,-3.26,-4.32,1.88,-4.17,1.14,
1.853,2.63,-3.26,-4.32,1.88,-4.17,1.14,
1.854,3.03,-3.08,-4.56,1.88,-4.17,1.14,
1.855,3.03,-3.08,-4.56,1.88,-4.17,1.14,
1.888,3.03,-3.08,-4.56,1.66,-3.69,0.89,
1.889,3.03,-3.08,-4.56,1.66,-3.69,0.89,
1.89,2.84,-2.87,-6.51,1.66,-3.69,0.89,
1.89,2.84,-2.87,-6.51,1.66,-3.69,0.89,
1.926,2.84,-2.87,-6.51,1.18,-3.64,0.86,
1.928,2.84,-2.87,-6.51,1.18,-3.64,0.86,
1.928,0.92,-2.74,-6.24,1.18,-3.64,0.86,
1.929,0.92,-2.74,-6.24,1.18,-3.64,0.86,
1.965,0.92,-2.74,-6.24,0.50,-2.64,1.21,
1.966,0.92,-2.74,-6.24,0.50,-2.64,1.21,
1.967,0.45,-2.28,-5.80,0.50,-2.64,1.21,
1.967,0.45,-2.28,-5.80,0.50,-2.64,1.21,
2.002,0.45,-2.28,-5.80,0.23,-1.83,1.13,
2.003,0.45,-2.28,-5.80,0.23,-1.83,1.13,
2.003,-0.23,-1.71,-5.30,0.23,-1.83,1.13,
2.004,-0.23,-1.71,-5.30,0.23,-1.83,1.13,
2.039,-0.23,-1.71,-5.30,0.13,-0.73,1.14,
2.041,-0.23,-1.71,-5.30,0.13,-0.73,1.14,
2.041,-1.95,-1.34,-2.95,0.13,-0.73,1.14,
2.042,-1.95,-1.34,-2.95,0.13,-0.73,1.14,
2.077,-1.95,-1.34,-2.95,0.31,0.53,1.36,
2.078,-1.95,-1.34,-2.95,0.31,0.53,1.36,
2.078,-2.14,-1.30,-2.00,0.31,0.53,1.36,
2.079,-2.14,-1.30,-2.00,0.31,0.53,1.36,
2.128,-2.14,-1.30,-2.00,0.26,0.70,1.39,
2.129,-2.14,-1.30,-2.00,0.26,0.70,1.39,
2.129,-3.44,-1.32,-1.73,0.26,0.70,1.39,
2.13,-3.44,-1.32,-1.73,0.26,0.70,1.39,
2.153,-3.44,-1.32,-1.73,-0.24,0.88,2.21,
2.154,-3.44,-1.32,-1.73,-0.24,0.88,2.21,
2.155,-3.31,-2.99,-0.87,-0.24,0.88,2.21,
2.155,-3.31,-2.99,-0.87,-0.24,0.88,2.21,
2.191,-3.31,-2.99,-0.87,-0.67,1.08,1.93,
2.192,-3.31,-2.99,-0.87,-0.67,1.08,1.93,
2.193,-1.53,-3.08,-0.24,-0.67,1.08,1.93,
2.194,-1.53,-3.08,-0.24,-0.67,1.08,1.93,
2.229,-1.53,-3.08,-0.24,-0.31,0.62,0.70,
2.231,-1.53,-3.08,-0.24,-0.31,0.62,0.70,
2.231,-1.46,-2.75,0.00,-0.31,0.62,0.70,
2.232,-1.46,-2.75,0.00,-0.31,0.62,0.70,
2.268,-1.46,-2.75,0.00,-0.10,0.43,0.22,
2.27,-1.46,-2.75,0.00,-0.10,0.43,0.22,
2.27,-1.21,-2.20,0.54,-0.10,0.43,0.22,
2.272,-1.21,-2.20,0.54,-0.10,0.43,0.22,
2.306,-1.21,-2.20,0.54,0.29,0.16,-0.53,
2.307,-1.21,-2.20,0.54,0.29,0.16,-0.53,
2.307,-0.82,0.64,0.57,0.29,0.16,-0.53,
2.308,-0.82,0.64,0.57,0.29,0.16,-0.53,
2.343,-0.82,0.64,0.57,0.33,0.07,-0.95,
2.345,-0.82,0.64,0.57,0.33,0.07,-0.95,
2.345,-2.84,-0.74,0.47,0.33,0.07,-0.95,
2.346,-2.84,-0.74,0.47,0.33,0.07,-0.95,
2.381,-2.84,-0.74,0.47,-0.24,0.81,1.49,
2.383,-2.84,-0.74,0.47,-0.24,0.81,1.49,
2.383,-2.34,-3.01,0.55,-0.24,0.81,1.49,
2.384,-2.34,-3.01,0.55,-0.24,0.81,1.49,
2.419,-2.34,-3.01,0.55,-0.41,0.81,2.11,
2.42,-2.34,-3.01,0.55,-0.41,0.81,2.11,
2.421,-1.65,-3.04,0.43,-0.41,0.81,2.11,
2.421,-1.65,-3.04,0.43,-0.41,0.81,2.11,
2.456,-1.65,-3.04,0.43,-0.37,0.67,1.69,
2.457,-1.65,-3.04,0.43,-0.37,0.67,1.69,
2.458,-1.50,-4.84,0.45,-0.37,0.67,1.69,
2.459,-1.50,-4.84,0.45,-0.37,0.67,1.69,
2.495,-1.50,-4.84,0.45,-0.01,0.17,1.16,
2.496,-1.50,-4.84,0.45,-0.01,0.17,1.16,
2.497,-1.06,-2.56,0.54,-0.01,0.17,1.16,
2.497,-1.06,-2.56,0.54,-0.01,0.17,1.16,
2.533,-1.06,-2.56,0.54,0.34,-0.29,0.33,
2.534,-1.06,-2.56,0.54,0.34,-0.29,0.33,
2.535,-0.81,-0.34,0.39,0.34,-0.29,0.33,
2.535,-0.81,-0.34,0.39,0.34,-0.29,0.33,
2.574,-0.81,-0.34,0.39,0.46,-0.50,-0.43,
2.576,-0.81,-0.34,0.39,0.46,-0.50,-0.43,
2.577,-0.94,-0.41,0.33,0.46,-0.50,-0.43,
2.578,-0.94,-0.41,0.33,0.46,-0.50,-0.43,
2.609,-0.94,-0.41,0.33,0.31,-0.43,-0.47,
2.61,-0.94,-0.41,0.33,0.31,-0.43,-0.47,
2.611,-0.98,1.36,0.00,0.31,-0.43,-0.47,
2.611,-0.98,1.36,0.00,0.31,-0.43,-0.47,
2.646,-0.98,1.36,0.00,0.09,-0.27,-0.04,
2.647,-0.98,1.36,0.00,0.09,-0.27,-0.04,
2.648,-2.81,1.62,-0.08,0.09,-0.27,-0.04,
2.648,-2.81,1.62,-0.08,0.09,-0.27,-0.04,
2.685,-2.81,1.62,-0.08,0.03,0.26,0.95,
2.686,-2.81,1.62,-0.08,0.03,0.26,0.95,
2.686,-3.12,3.04,1.31,0.03,0.26,0.95,
2.687,-3.12,3.04,1.31,0.03,0.26,0.95,
2.723,-3.12,3.04,1.31,1.10,0.44,1.56,
2.724,-3.12,3.04,1.31,1.10,0.44,1.56,
2.724,-3.25,1.16,0.78,1.10,0.44,1.56,
2.725,-3.25,1.16,0.78,1.10,0.44,1.56,
2.761,-3.25,1.16,0.78,0.45,0.05,2.19,
2.762,-3.25,1.16,0.78,0.45,0.05,2.19,
2.762,-3.22,-0.35,0.57,0.45,0.05,2.19,
2.763,-3.22,-0.35,0.57,0.45,0.05,2.19,
2.799,-3.22,-0.35,0.57,0.14,-0.39,2.05,
2.8,-3.22,-0.35,0.57,0.14,-0.39,2.05,
2.8,-3.30,-0.50,0.50,0.14,-0.39,2.05,
2.801,-3.30,-0.50,0.50,0.14,-0.39,2.05,
2.836,-3.30,-0.50,0.50,-0.07,-1.13,1.65,
2.837,-3.30,-0.50,0.50,-0.07,-1.13,1.65,
2.838,-3.13,-0.68,-0.07,-0.07,-1.13,1.65,
2.838,-3.13,-0.68,-0.07,-0.07,-1.13,1.65,
2.877,-3.13,-0.68,-0.07,-0.08,-1.53,1.19,
2.878,-3.13,-0.68,-0.07,-0.08,-1.53,1.19,
2.878,-5.53,-3.20,1.16,-0.08,-1.53,1.19,
2.879,-5.53,-3.20,1.16,-0.08,-1.53,1.19,
2.913,-5.53,-3.20,1.16,0.41,-1.20,2.52,
2.914,-5.53,-3.20,1.16,0.41,-1.20,2.52,
2.915,-4.90,-3.00,0.93,0.41,-1.20,2.52,
2.916,-4.90,-3.00,0.93,0.41,-1.20,2.52,
2.951,-4.90,-3.00,0.93,0.26,-1.45,1.80,
2.952,-4.90,-3.00,0.93,0.26,-1.45,1.80,
2.953,-4.02,-2.89,0.75,0.26,-1.45,1.80,
2.954,-4.02,-2.89,0.75,0.26,-1.45,1.80,
2.988,-4.02,-2.89,0.75,0.05,-1.11,0.88,
2.989,-4.02,-2.89,0.75,0.05,-1.11,0.88,
2.99,-3.29,-3.05,0.47,0.05,-1.11,0.88,
2.99,-3.29,-3.05,0.47,0.05,-1.11,0.88,
3.026,-3.29,-3.05,0.47,0.05,-0.85,-0.02,
3.027,-3.29,-3.05,0.47,0.05,-0.85,-0.02,
3.028,-0.96,0.66,0.37,0.05,-0.85,-0.02,
3.028,-0.96,0.66,0.37,0.05,-0.85,-0.02,
3.067,-0.96,0.66,0.37,0.27,-0.65,-0.56,
3.069,-0.96,0.66,0.37,0.27,-0.65,-0.56,
3.069,-2.54,0.39,0.33,0.27,-0.65,-0.56,
3.07,-2.54,0.39,0.33,0.27,-0.65,-0.56,
3.102,-2.54,0.39,0.33,0.21,0.40,0.64,
3.103,-2.54,0.39,0.33,0.21,0.40,0.64,
3.104,-2.21,0.40,0.07,0.21,0.40,0.64,
3.105,-2.21,0.40,0.07,0.21,0.40,0.64,
3.152,-2.21,0.40,0.07,0.00,0.50,0.84,
3.153,-2.21,0.40,0.07,0.00,0.50,0.84,
3.154,-1.70,0.35,-0.04,0.00,0.50,0.84,
3.155,-1.70,0.35,-0.04,0.00,0.50,0.84,
3.178,-1.70,0.35,-0.04,-0.12,0.14,0.56,
3.179,-1.70,0.35,-0.04,-0.12,0.14,0.56,
3.18,-1.16,0.23,-0.11,-0.12,0.14,0.56,
3.181,-1.16,0.23,-0.11,-0.12,0.14,0.56,
3.217,-1.16,0.23,-0.11,-0.16,-0.24,0.22,
3.219,-1.16,0.23,-0.11,-0.16,-0.24,0.22,
3.22,-0.66,0.17,-0.14,-0.16,-0.24,0.22,
3.221,-0.66,0.17,-0.14,-0.16,-0.24,0.22,
3.254,-0.66,0.17,-0.14,-0.15,-0.40,0.03,
3.255,-0.66,0.17,-0.14,-0.15,-0.40,0.03,
3.256,-0.29,0.09,-0.18,-0.15,-0.40,0.03,
3.257,-0.29,0.09,-0.18,-0.15,-0.40,0.03,
3.292,-0.29,0.09,-0.18,-0.15,-0.52,-0.15,
3.294,-0.29,0.09,-0.18,-0.15,-0.52,-0.15,
3.295,0.10,-0.06,-0.22,-0.15,-0.52,-0.15,
3.296,0.10,-0.06,-0.22,-0.15,-0.52,-0.15,
3.331,0.10,-0.06,-0.22,-0.16,-0.57,-0.19,
3.332,0.10,-0.06,-0.22,-0.16,-0.57,-0.19,
3.334,0.33,-0.09,-0.25,-0.16,-0.57,-0.19,
3.335,0.33,-0.09,-0.25,-0.16,-0.57,-0.19,
3.369,0.33,-0.09,-0.25,-0.16,-0.69,-0.12,
3.37,0.33,-0.09,-0.25,-0.16,-0.69,-0.12,
3.371,0.36,-0.08,-0.27,-0.16,-0.69,-0.12,
3.372,0.36,-0.08,-0.27,-0.16,-0.69,-0.12,
3.407,0.36,-0.08,-0.27,-0.09,-0.57,-0.00,
3.408,0.36,-0.08,-0.27,-0.09,-0.57,-0.00,
3.409,0.24,-0.09,-0.15,-0.09,-0.57,-0.00,
3.409,0.24,-0.09,-0.15,-0.09,-0.57,-0.00,
3.444,0.24,-0.09,-0.15,0.02,-0.40,0.13,
3.445,0.24,-0.09,-0.15,0.02,-0.40,0.13,
3.446,-0.21,-0.07,0.07,0.02,-0.40,0.13,
3.446,-0.21,-0.07,0.07,0.02,-0.40,0.13,
3.485,-0.21,-0.07,0.07,0.24,0.14,0.48,
3.486,-0.21,-0.07,0.07,0.24,0.14,0.48,
3.487,-0.68,-0.12,0.27,0.24,0.14,0.48,
3.487,-0.68,-0.12,0.27,0.24,0.14,0.48,
3.52,-0.68,-0.12,0.27,0.36,0.61,0.61,
3.522,-0.68,-0.12,0.27,0.36,0.61,0.61,
3.522,-0.96,-0.08,0.42,0.36,0.61,0.61,
3.523,-0.96,-0.08,0.42,0.36,0.61,0.61,
3.558,-0.96,-0.08,0.42,0.42,0.68,0.51,
3.559,-0.96,-0.08,0.42,0.42,0.68,0.51,
3.56,-0.97,0.04,0.62,0.42,0.68,0.51,
3.56,-0.97,0.04,0.62,0.42,0.68,0.51,
3.596,-0.97,0.04,0.62,0.45,0.50,0.30,
3.597,-0.97,0.04,0.62,0.45,0.50,0.30,
3.597,-0.86,0.21,0.73,0.45,0.50,0.30,
3.598,-0.86,0.21,0.73,0.45,0.50,0.30,
3.634,-0.86,0.21,0.73,0.44,0.35,0.19,
3.635,-0.86,0.21,0.73,0.44,0.35,0.19,
3.636,-0.87,0.55,0.79,0.44,0.35,0.19,
3.636,-0.87,0.55,0.79,0.44,0.35,0.19,
3.673,-0.87,0.55,0.79,0.44,0.24,0.22,
3.674,-0.87,0.55,0.79,0.44,0.24,0.22,
3.675,-0.88,0.72,0.74,0.44,0.24,0.22,
3.675,-0.88,0.72,0.74,0.44,0.24,0.22,
3.71,-0.88,0.72,0.74,0.25,0.20,0.21,
3.711,-0.88,0.72,0.74,0.25,0.20,0.21,
3.712,-0.72,0.51,0.43,0.25,0.20,0.21,
3.712,-0.72,0.51,0.43,0.25,0.20,0.21,
3.748,-0.72,0.51,0.43,-0.19,-0.09,-0.01,
3.749,-0.72,0.51,0.43,-0.19,-0.09,-0.01,
3.75,-0.10,0.24,-0.06,-0.19,-0.09,-0.01,
3.751,-0.10,0.24,-0.06,-0.19,-0.09,-0.01,
3.786,-0.10,0.24,-0.06,-0.59,-0.38,-0.43,
3.788,-0.10,0.24,-0.06,-0.59,-0.38,-0.43,
3.789,0.53,-0.12,-0.45,-0.59,-0.38,-0.43,
3.789,0.53,-0.12,-0.45,-0.59,-0.38,-0.43,
3.824,0.53,-0.12,-0.45,-0.73,-0.45,-0.67,
3.825,0.53,-0.12,-0.45,-0.73,-0.45,-0.67,
3.826,0.94,-0.40,-0.78,-0.73,-0.45,-0.67,
3.827,0.94,-0.40,-0.78,-0.73,-0.45,-0.67,
3.866,0.94,-0.40,-0.78,-0.77,-0.52,-0.72,
3.867,0.94,-0.40,-0.78,-0.77,-0.52,-0.72,
3.867,1.08,-0.35,-0.95,-0.77,-0.52,-0.72,
3.868,1.08,-0.35,-0.95,-0.77,-0.52,-0.72,
3.9,1.08,-0.35,-0.95,-0.52,-0.38,-0.43,
3.901,1.08,-0.35,-0.95,-0.52,-0.38,-0.43,
3.902,0.83,-0.23,-0.78,-0.52,-0.38,-0.43,
3.902,0.83,-0.23,-0.78,-0.52,-0.38,-0.43,
3.938,0.83,-0.23,-0.78,-0.16,-0.05,-0.07,
3.939,0.83,-0.23,-0.78,-0.16,-0.05,-0.07,
3.939,0.57,-0.12,-0.60,-0.16,-0.05,-0.07,
3.94,0.57,-0.12,-0.60,-0.16,-0.05,-0.07,
3.975,0.57,-0.12,-0.60,0.07,0.15,0.14,
3.976,0.57,-0.12,-0.60,0.07,0.15,0.14,
3.976,0.37,-0.03,-0.42,0.07,0.15,0.14,
3.977,0.37,-0.03,-0.42,0.07,0.15,0.14,
4.014,0.37,-0.03,-0.42,0.14,0.11,0.21,
4.015,0.37,-0.03,-0.42,0.14,0.11,0.21,
4.015,0.21,0.01,-0.34,0.14,0.11,0.21,
4.016,0.21,0.01,-0.34,0.14,0.11,0.21,
4.051,0.21,0.01,-0.34,0.13,0.15,0.23,
4.053,0.21,0.01,-0.34,0.13,0.15,0.23,
4.054,0.02,0.05,-0.26,0.13,0.15,0.23,
4.054,0.02,0.05,-0.26,0.13,0.15,0.23,
4.09,0.02,0.05,-0.26,0.07,0.11,0.22,
4.091,0.02,0.05,-0.26,0.07,0.11,0.22,
4.091,-0.12,0.09,-0.19,0.07,0.11,0.22,
4.092,-0.12,0.09,-0.19,0.07,0.11,0.22,
