
time,ax,ay,az,wx,wy,wz,
0.102,0.08,0.33,0.27,-0.10,0.03,-0.09,
0.102,0.08,0.33,0.27,-0.10,0.03,-0.09,
0.107,0.08,0.33,0.27,-0.03,-0.04,-0.04,
0.108,0.08,0.33,0.27,-0.03,-0.04,-0.04,
0.109,-0.06,0.19,0.39,-0.03,-0.04,-0.04,
0.11,-0.06,0.19,0.39,-0.03,-0.04,-0.04,
0.118,-0.06,0.19,0.39,0.02,-0.10,0.02,
0.119,-0.06,0.19,0.39,0.02,-0.10,0.02,
0.119,-0.15,0.08,0.43,0.02,-0.10,0.02,
0.12,-0.15,0.08,0.43,0.02,-0.10,0.02,
0.133,-0.15,0.08,0.43,0.04,-0.13,0.06,
0.134,-0.15,0.08,0.43,0.04,-0.13,0.06,
0.135,-0.23,-0.00,0.42,0.04,-0.13,0.06,
0.135,-0.23,-0.00,0.42,0.04,-0.13,0.06,
0.138,-0.23,-0.00,0.42,0.02,-0.13,0.04,
0.139,-0.23,-0.00,0.42,0.02,-0.13,0.04,
0.14,-0.25,-0.05,0.37,0.02,-0.13,0.04,
0.14,-0.25,-0.05,0.37,0.02,-0.13,0.04,
0.146,-0.25,-0.05,0.37,-0.03,-0.11,-0.01,
0.147,-0.25,-0.05,0.37,-0.03,-0.11,-0.01,
0.148,-0.26,-0.05,0.30,-0.03,-0.11,-0.01,
0.149,-0.26,-0.05,0.30,-0.03,-0.11,-0.01,
0.155,-0.26,-0.05,0.30,-0.08,-0.08,-0.08,
0.156,-0.26,-0.05,0.30,-0.08,-0.08,-0.08,
0.157,-0.22,-0.01,0.22,-0.08,-0.08,-0.08,
0.157,-0.22,-0.01,0.22,-0.08,-0.08,-0.08,
0.165,-0.22,-0.01,0.22,-0.12,-0.04,-0.12,
0.166,-0.22,-0.01,0.22,-0.12,-0.04,-0.12,
0.166,-0.15,0.04,0.17,-0.12,-0.04,-0.12,
0.167,-0.15,0.04,0.17,-0.12,-0.04,-0.12,
0.174,-0.15,0.04,0.17,-0.14,-0.01,-0.13,
0.176,-0.15,0.04,0.17,-0.14,-0.01,-0.13,
0.177,-0.09,0.08,0.10,-0.14,-0.01,-0.13,
0.178,-0.09,0.08,0.10,-0.14,-0.01,-0.13,
0.184,-0.09,0.08,0.10,-0.13,0.01,-0.12,
0.185,-0.09,0.08,0.10,-0.13,0.01,-0.12,
0.185,0.00,0.14,0.06,-0.13,0.01,-0.12,
0.186,0.00,0.14,0.06,-0.13,0.01,-0.12,
0.193,0.00,0.14,0.06,-0.09,0.02,-0.09,
0.195,0.00,0.14,0.06,-0.09,0.02,-0.09,
0.196,0.07,0.17,0.01,-0.09,0.02,-0.09,
0.197,0.07,0.17,0.01,-0.09,0.02,-0.09,
0.204,0.07,0.17,0.01,-0.04,-0.00,-0.05,
0.206,0.07,0.17,0.01,-0.04,-0.00,-0.05,
0.207,0.11,0.19,-0.04,-0.04,-0.00,-0.05,
0.208,0.11,0.19,-0.04,-0.04,-0.00,-0.05,
0.227,0.11,0.19,-0.04,0.06,-0.08,-0.01,
0.228,0.11,0.19,-0.04,0.06,-0.08,-0.01,
0.229,0.11,0.19,-0.04,0.06,-0.08,-0.01,
0.229,0.11,0.19,-0.04,0.06,-0.08,-0.01,
0.23,0.09,0.18,-0.03,0.06,-0.08,-0.01,
0.23,0.09,0.18,-0.03,0.06,-0.08,-0.01,
0.231,0.09,0.18,-0.03,0.06,-0.08,-0.01,
0.231,0.09,0.18,-0.03,0.06,-0.08,-0.01,
0.237,0.09,0.18,-0.03,0.11,-0.11,0.01,
0.239,0.09,0.18,-0.03,0.11,-0.11,0.01,
0.239,-0.01,0.10,0.15,0.11,-0.11,0.01,
0.24,-0.01,0.10,0.15,0.11,-0.11,0.01,
0.241,-0.01,0.10,0.15,0.13,-0.12,0.01,
0.242,-0.01,0.10,0.15,0.13,-0.12,0.01,
0.243,-0.06,0.03,0.30,0.13,-0.12,0.01,
0.243,-0.06,0.03,0.30,0.13,-0.12,0.01,
0.254,-0.06,0.03,0.30,0.13,-0.11,0.01,
0.255,-0.06,0.03,0.30,0.13,-0.11,0.01,
0.257,-0.07,-0.03,0.42,0.13,-0.11,0.01,
0.258,-0.07,-0.03,0.42,0.13,-0.11,0.01,
0.26,-0.07,-0.03,0.42,0.09,-0.08,0.01,
0.261,-0.07,-0.03,0.42,0.09,-0.08,0.01,
0.263,-0.07,-0.07,0.52,0.09,-0.08,0.01,
0.264,-0.07,-0.07,0.52,0.09,-0.08,0.01,
0.269,-0.07,-0.07,0.52,0.03,-0.05,0.00,
0.27,-0.07,-0.07,0.52,0.03,-0.05,0.00,
0.27,-0.01,-0.08,0.55,0.03,-0.05,0.00,
0.271,-0.01,-0.08,0.55,0.03,-0.05,0.00,
0.28,-0.01,-0.08,0.55,-0.05,-0.02,-0.01,
0.28,-0.01,-0.08,0.55,-0.05,-0.02,-0.01,
0.281,0.04,-0.05,0.51,-0.05,-0.02,-0.01,
0.281,0.04,-0.05,0.51,-0.05,-0.02,-0.01,
0.289,0.04,-0.05,0.51,-0.11,0.00,-0.02,
0.29,0.04,-0.05,0.51,-0.11,0.00,-0.02,
0.29,0.10,0.02,0.45,-0.11,0.00,-0.02,
0.291,0.10,0.02,0.45,-0.11,0.00,-0.02,
0.298,0.10,0.02,0.45,-0.11,0.00,-0.02,
0.299,0.10,0.02,0.45,-0.11,0.00,-0.02,
0.299,0.10,0.02,0.45,-0.11,0.00,-0.02,
0.3,0.10,0.02,0.45,-0.11,0.00,-0.02,
0.308,0.10,0.02,0.45,-0.16,0.00,-0.03,
0.309,0.10,0.02,0.45,-0.16,0.00,-0.03,
0.31,0.15,0.19,0.24,-0.16,0.00,-0.03,
0.311,0.15,0.19,0.24,-0.16,0.00,-0.03,
0.317,0.15,0.19,0.24,-0.17,-0.01,-0.01,
0.317,0.15,0.19,0.24,-0.17,-0.01,-0.01,
0.318,0.13,0.25,0.13,-0.17,-0.01,-0.01,
0.318,0.13,0.25,0.13,-0.17,-0.01,-0.01,
0.328,0.13,0.25,0.13,-0.13,-0.03,0.00,
0.33,0.13,0.25,0.13,-0.13,-0.03,0.00,
0.331,0.07,0.25,0.03,-0.13,-0.03,0.00,
0.332,0.07,0.25,0.03,-0.13,-0.03,0.00,
0.336,0.07,0.25,0.03,-0.06,-0.04,0.03,
0.338,0.07,0.25,0.03,-0.06,-0.04,0.03,
0.339,0.00,0.20,-0.03,-0.06,-0.04,0.03,
0.339,0.00,0.20,-0.03,-0.06,-0.04,0.03,
0.346,0.00,0.20,-0.03,0.02,-0.04,0.05,
0.347,0.00,0.20,-0.03,0.02,-0.04,0.05,
0.347,-0.03,0.14,-0.06,0.02,-0.04,0.05,
0.347,-0.03,0.14,-0.06,0.02,-0.04,0.05,
0.356,-0.03,0.14,-0.06,0.10,-0.01,0.08,
0.357,-0.03,0.14,-0.06,0.10,-0.01,0.08,
0.358,-0.02,0.08,-0.02,0.10,-0.01,0.08,
0.358,-0.02,0.08,-0.02,0.10,-0.01,0.08,
0.365,-0.02,0.08,-0.02,0.13,0.03,0.11,
0.366,-0.02,0.08,-0.02,0.13,0.03,0.11,
0.366,0.06,0.05,0.05,0.13,0.03,0.11,
0.367,0.06,0.05,0.05,0.13,0.03,0.11,
0.375,0.06,0.05,0.05,0.14,0.06,0.13,
0.376,0.06,0.05,0.05,0.14,0.06,0.13,
0.377,0.14,0.07,0.16,0.14,0.06,0.13,
0.377,0.14,0.07,0.16,0.14,0.06,0.13,
0.384,0.14,0.07,0.16,0.12,0.08,0.14,
0.385,0.14,0.07,0.16,0.12,0.08,0.14,
0.385,0.20,0.13,0.25,0.12,0.08,0.14,
0.386,0.20,0.13,0.25,0.12,0.08,0.14,
0.393,0.20,0.13,0.25,0.10,0.06,0.13,
0.394,0.20,0.13,0.25,0.10,0.06,0.13,
0.395,0.25,0.17,0.36,0.10,0.06,0.13,
0.395,0.25,0.17,0.36,0.10,0.06,0.13,
0.402,0.25,0.17,0.36,0.07,0.02,0.12,
0.403,0.25,0.17,0.36,0.07,0.02,0.12,
0.404,0.25,0.20,0.41,0.07,0.02,0.12,
0.404,0.25,0.20,0.41,0.07,0.02,0.12,
0.412,0.25,0.20,0.41,0.05,-0.03,0.10,
0.413,0.25,0.20,0.41,0.05,-0.03,0.10,
0.414,0.25,0.21,0.41,0.05,-0.03,0.10,
0.414,0.25,0.21,0.41,0.05,-0.03,0.10,
0.431,0.25,0.21,0.41,0.03,-0.08,0.07,
0.433,0.25,0.21,0.41,0.03,-0.08,0.07,
0.434,0.22,0.22,0.34,0.03,-0.08,0.07,
0.435,0.22,0.22,0.34,0.03,-0.08,0.07,
0.436,0.22,0.22,0.34,0.03,-0.13,0.04,
0.436,0.22,0.22,0.34,0.03,-0.13,0.04,
0.438,0.21,0.22,0.25,0.03,-0.13,0.04,
0.439,0.21,0.22,0.25,0.03,-0.13,0.04,
0.45,0.21,0.22,0.25,0.03,-0.15,0.01,
0.451,0.21,0.22,0.25,0.03,-0.15,0.01,
0.452,0.17,0.24,0.18,0.03,-0.15,0.01,
0.452,0.17,0.24,0.18,0.03,-0.15,0.01,
0.453,0.17,0.24,0.18,0.04,-0.14,0.02,
0.453,0.17,0.24,0.18,0.04,-0.14,0.02,
0.454,0.13,0.24,0.15,0.04,-0.14,0.02,
0.454,0.13,0.24,0.15,0.04,-0.14,0.02,
0.46,0.13,0.24,0.15,0.05,-0.12,0.04,
0.461,0.13,0.24,0.15,0.05,-0.12,0.04,
0.461,0.10,0.26,0.17,0.05,-0.12,0.04,
0.462,0.10,0.26,0.17,0.05,-0.12,0.04,
0.47,0.10,0.26,0.17,0.07,-0.09,0.05,
0.471,0.10,0.26,0.17,0.07,-0.09,0.05,
0.472,0.03,0.26,0.25,0.07,-0.09,0.05,
0.472,0.03,0.26,0.25,0.07,-0.09,0.05,
0.48,0.03,0.26,0.25,0.09,-0.06,0.06,
0.48,0.03,0.26,0.25,0.09,-0.06,0.06,
0.481,-0.01,0.21,0.37,0.09,-0.06,0.06,
0.481,-0.01,0.21,0.37,0.09,-0.06,0.06,
0.489,-0.01,0.21,0.37,0.09,-0.06,0.06,
0.49,-0.01,0.21,0.37,0.09,-0.06,0.06,
0.491,-0.01,0.21,0.37,0.09,-0.06,0.06,
0.491,-0.01,0.21,0.37,0.09,-0.06,0.06,
0.499,-0.01,0.21,0.37,0.09,-0.01,0.07,
0.5,-0.01,0.21,0.37,0.09,-0.01,0.07,
0.5,-0.05,-0.03,0.67,0.09,-0.01,0.07,
0.501,-0.05,-0.03,0.67,0.09,-0.01,0.07,
0.507,-0.05,-0.03,0.67,0.08,0.02,0.06,
0.509,-0.05,-0.03,0.67,0.08,0.02,0.06,
0.51,-0.03,-0.14,0.77,0.08,0.02,0.06,
0.511,-0.03,-0.14,0.77,0.08,0.02,0.06,
0.516,-0.03,-0.14,0.77,0.02,0.05,0.01,
0.517,-0.03,-0.14,0.77,0.02,0.05,0.01,
0.518,-0.00,-0.18,0.72,0.02,0.05,0.01,
0.518,-0.00,-0.18,0.72,0.02,0.05,0.01,
0.526,-0.00,-0.18,0.72,-0.07,0.05,-0.05,
0.527,-0.00,-0.18,0.72,-0.07,0.05,-0.05,
0.527,0.02,-0.13,0.52,-0.07,0.05,-0.05,
0.528,0.02,-0.13,0.52,-0.07,0.05,-0.05,
0.536,0.02,-0.13,0.52,-0.17,0.05,-0.10,
0.537,0.02,-0.13,0.52,-0.17,0.05,-0.10,
0.537,0.06,-0.02,0.20,-0.17,0.05,-0.10,
0.537,0.06,-0.02,0.20,-0.17,0.05,-0.10,
0.546,0.06,-0.02,0.20,-0.24,0.04,-0.12,
0.547,0.06,-0.02,0.20,-0.24,0.04,-0.12,
0.547,0.07,0.07,-0.20,-0.24,0.04,-0.12,
0.548,0.07,0.07,-0.20,-0.24,0.04,-0.12,
0.555,0.07,0.07,-0.20,-0.25,0.03,-0.11,
0.556,0.07,0.07,-0.20,-0.25,0.03,-0.11,
0.556,0.09,0.14,-0.60,-0.25,0.03,-0.11,
0.557,0.09,0.14,-0.60,-0.25,0.03,-0.11,
0.565,0.09,0.14,-0.60,-0.18,0.02,-0.07,
0.566,0.09,0.14,-0.60,-0.18,0.02,-0.07,
0.567,0.10,0.18,-0.92,-0.18,0.02,-0.07,
0.568,0.10,0.18,-0.92,-0.18,0.02,-0.07,
0.574,0.10,0.18,-0.92,-0.07,0.03,0.01,
0.576,0.10,0.18,-0.92,-0.07,0.03,0.01,
0.577,0.15,0.21,-1.10,-0.07,0.03,0.01,
0.577,0.15,0.21,-1.10,-0.07,0.03,0.01,
0.583,0.15,0.21,-1.10,0.08,0.04,0.12,
0.584,0.15,0.21,-1.10,0.08,0.04,0.12,
0.584,0.28,0.23,-1.11,0.08,0.04,0.12,
0.585,0.28,0.23,-1.11,0.08,0.04,0.12,
0.593,0.28,0.23,-1.11,0.23,0.05,0.24,
0.594,0.28,0.23,-1.11,0.23,0.05,0.24,
0.594,0.53,0.30,-0.89,0.23,0.05,0.24,
0.595,0.53,0.30,-0.89,0.23,0.05,0.24,
0.603,0.53,0.30,-0.89,0.35,0.04,0.35,
0.604,0.53,0.30,-0.89,0.35,0.04,0.35,
0.604,0.92,0.39,-0.51,0.35,0.04,0.35,
0.604,0.92,0.39,-0.51,0.35,0.04,0.35,
0.611,0.92,0.39,-0.51,0.45,-0.02,0.44,
0.612,0.92,0.39,-0.51,0.45,-0.02,0.44,
0.612,1.33,0.41,-0.08,0.45,-0.02,0.44,
0.613,1.33,0.41,-0.08,0.45,-0.02,0.44,
0.623,1.33,0.41,-0.08,0.49,-0.17,0.48,
0.624,1.33,0.41,-0.08,0.49,-0.17,0.48,
0.624,1.73,0.38,0.37,0.49,-0.17,0.48,
0.625,1.73,0.38,0.37,0.49,-0.17,0.48,
0.631,1.73,0.38,0.37,0.47,-0.40,0.46,
0.632,1.73,0.38,0.37,0.47,-0.40,0.46,
0.632,2.05,0.30,0.75,0.47,-0.40,0.46,
0.632,2.05,0.30,0.75,0.47,-0.40,0.46,
0.64,2.05,0.30,0.75,0.39,-0.71,0.38,
0.641,2.05,0.30,0.75,0.39,-0.71,0.38,
0.642,2.27,0.16,1.01,0.39,-0.71,0.38,
0.642,2.27,0.16,1.01,0.39,-0.71,0.38,
0.65,2.27,0.16,1.01,0.25,-1.05,0.24,
0.651,2.27,0.16,1.01,0.25,-1.05,0.24,
0.652,2.46,0.02,1.03,0.25,-1.05,0.24,
0.652,2.46,0.02,1.03,0.25,-1.05,0.24,
0.66,2.46,0.02,1.03,0.06,-1.38,0.04,
0.661,2.46,0.02,1.03,0.06,-1.38,0.04,
0.662,2.54,-0.20,0.58,0.06,-1.38,0.04,
0.662,2.54,-0.20,0.58,0.06,-1.38,0.04,
0.671,2.54,-0.20,0.58,-0.14,-1.65,-0.19,
0.672,2.54,-0.20,0.58,-0.14,-1.65,-0.19,
0.673,2.41,-0.62,-1.45,-0.14,-1.65,-0.19,
0.674,2.41,-0.62,-1.45,-0.14,-1.65,-0.19,
0.679,2.41,-0.62,-1.45,-0.33,-1.85,-0.39,
0.68,2.41,-0.62,-1.45,-0.33,-1.85,-0.39,
0.681,2.13,-1.12,-3.25,-0.33,-1.85,-0.39,
0.681,2.13,-1.12,-3.25,-0.33,-1.85,-0.39,
0.688,2.13,-1.12,-3.25,-0.33,-1.85,-0.39,
0.689,2.13,-1.12,-3.25,-0.33,-1.85,-0.39,
0.69,2.13,-1.12,-3.25,-0.33,-1.85,-0.39,
0.691,2.13,-1.12,-3.25,-0.33,-1.85,-0.39,
0.698,2.13,-1.12,-3.25,-0.44,-1.97,-0.54,
0.699,2.13,-1.12,-3.25,-0.44,-1.97,-0.54,
0.699,1.50,-1.54,-4.95,-0.44,-1.97,-0.54,
0.7,1.50,-1.54,-4.95,-0.44,-1.97,-0.54,
0.707,1.50,-1.54,-4.95,-0.45,-2.04,-0.62,
0.708,1.50,-1.54,-4.95,-0.45,-2.04,-0.62,
0.709,1.52,-1.25,-4.86,-0.45,-2.04,-0.62,
0.711,1.52,-1.25,-4.86,-0.45,-2.04,-0.62,
0.716,1.52,-1.25,-4.86,-0.36,-2.04,-0.62,
0.717,1.52,-1.25,-4.86,-0.36,-2.04,-0.62,
0.718,1.77,-0.80,-3.25,-0.36,-2.04,-0.62,
0.718,1.77,-0.80,-3.25,-0.36,-2.04,-0.62,
0.726,1.77,-0.80,-3.25,-0.18,-1.97,-0.54,
0.728,1.77,-0.80,-3.25,-0.18,-1.97,-0.54,
0.729,2.16,-0.42,-2.72,-0.18,-1.97,-0.54,
0.731,2.16,-0.42,-2.72,-0.18,-1.97,-0.54,
0.736,2.16,-0.42,-2.72,0.01,-1.83,-0.41,
0.737,2.16,-0.42,-2.72,0.01,-1.83,-0.41,
0.737,2.63,-0.14,-1.22,0.01,-1.83,-0.41,
0.737,2.63,-0.14,-1.22,0.01,-1.83,-0.41,
0.745,2.63,-0.14,-1.22,0.16,-1.69,-0.27,
0.746,2.63,-0.14,-1.22,0.16,-1.69,-0.27,
0.747,3.13,-0.03,-1.13,0.16,-1.69,-0.27,
0.747,3.13,-0.03,-1.13,0.16,-1.69,-0.27,
0.755,3.13,-0.03,-1.13,0.23,-1.59,-0.16,
0.756,3.13,-0.03,-1.13,0.23,-1.59,-0.16,
0.757,3.54,-0.02,-1.36,0.23,-1.59,-0.16,
0.757,3.54,-0.02,-1.36,0.23,-1.59,-0.16,
0.765,3.54,-0.02,-1.36,0.24,-1.60,-0.10,
0.766,3.54,-0.02,-1.36,0.24,-1.60,-0.10,
0.766,3.83,-0.16,-1.96,0.24,-1.60,-0.10,
0.767,3.83,-0.16,-1.96,0.24,-1.60,-0.10,
0.774,3.83,-0.16,-1.96,0.20,-1.72,-0.07,
0.776,3.83,-0.16,-1.96,0.20,-1.72,-0.07,
0.776,3.89,-0.50,-3.44,0.20,-1.72,-0.07,
0.777,3.89,-0.50,-3.44,0.20,-1.72,-0.07,
0.783,3.89,-0.50,-3.44,0.14,-1.96,-0.11,
0.784,3.89,-0.50,-3.44,0.14,-1.96,-0.11,
0.785,3.72,-0.94,-3.71,0.14,-1.96,-0.11,
0.785,3.72,-0.94,-3.71,0.14,-1.96,-0.11,
0.793,3.72,-0.94,-3.71,0.10,-2.27,-0.20,
0.794,3.72,-0.94,-3.71,0.10,-2.27,-0.20,
0.795,3.47,-1.43,-3.97,0.10,-2.27,-0.20,
0.795,3.47,-1.43,-3.97,0.10,-2.27,-0.20,
0.802,3.47,-1.43,-3.97,0.02,-2.59,-0.29,
0.803,3.47,-1.43,-3.97,0.02,-2.59,-0.29,
0.803,3.23,-1.91,-4.22,0.02,-2.59,-0.29,
0.804,3.23,-1.91,-4.22,0.02,-2.59,-0.29,
0.812,3.23,-1.91,-4.22,0.00,-2.85,-0.31,
0.813,3.23,-1.91,-4.22,0.00,-2.85,-0.31,
0.813,3.09,-2.35,-4.44,0.00,-2.85,-0.31,
0.814,3.09,-2.35,-4.44,0.00,-2.85,-0.31,
0.822,3.09,-2.35,-4.44,0.06,-3.01,-0.26,
0.823,3.09,-2.35,-4.44,0.06,-3.01,-0.26,
0.823,3.10,-2.71,-4.55,0.06,-3.01,-0.26,
0.824,3.10,-2.71,-4.55,0.06,-3.01,-0.26,
0.831,3.10,-2.71,-4.55,0.10,-3.08,-0.22,
0.832,3.10,-2.71,-4.55,0.10,-3.08,-0.22,
0.832,3.29,-2.95,-4.69,0.10,-3.08,-0.22,
0.833,3.29,-2.95,-4.69,0.10,-3.08,-0.22,
0.841,3.29,-2.95,-4.69,-0.20,-2.64,-0.18,
0.842,3.29,-2.95,-4.69,-0.20,-2.64,-0.18,
0.842,3.61,-3.07,-4.94,-0.20,-2.64,-0.18,
0.843,3.61,-3.07,-4.94,-0.20,-2.64,-0.18,
0.853,3.61,-3.07,-4.94,-0.83,-1.82,-0.16,
0.853,3.61,-3.07,-4.94,-0.83,-1.82,-0.16,
0.854,4.03,-3.06,-5.11,-0.83,-1.82,-0.16,
0.854,4.03,-3.06,-5.11,-0.83,-1.82,-0.16,
0.859,4.03,-3.06,-5.11,-1.00,-1.69,-0.13,
0.86,4.03,-3.06,-5.11,-1.00,-1.69,-0.13,
0.861,4.37,-3.05,-5.07,-1.00,-1.69,-0.13,
0.861,4.37,-3.05,-5.07,-1.00,-1.69,-0.13,
0.869,4.37,-3.05,-5.07,-1.15,-2.19,-0.13,
0.87,4.37,-3.05,-5.07,-1.15,-2.19,-0.13,
0.871,4.51,-3.10,-4.85,-1.15,-2.19,-0.13,
0.871,4.51,-3.10,-4.85,-1.15,-2.19,-0.13,
0.879,4.51,-3.10,-4.85,-1.15,-2.19,-0.13,
0.88,4.51,-3.10,-4.85,-1.15,-2.19,-0.13,
0.88,4.51,-3.10,-4.85,-1.15,-2.19,-0.13,
0.881,4.51,-3.10,-4.85,-1.15,-2.19,-0.13,
0.888,4.51,-3.10,-4.85,-1.62,-2.68,-0.13,
0.89,4.51,-3.10,-4.85,-1.62,-2.68,-0.13,
0.891,4.39,-3.46,-4.00,-1.62,-2.68,-0.13,
0.892,4.39,-3.46,-4.00,-1.62,-2.68,-0.13,
0.898,4.39,-3.46,-4.00,-1.92,-3.04,-0.08,
0.899,4.39,-3.46,-4.00,-1.92,-3.04,-0.08,
0.9,4.22,-3.69,-3.87,-1.92,-3.04,-0.08,
0.901,4.22,-3.69,-3.87,-1.92,-3.04,-0.08,
0.907,4.22,-3.69,-3.87,-2.06,-3.14,0.10,
0.908,4.22,-3.69,-3.87,-2.06,-3.14,0.10,
0.909,4.14,-3.94,-3.96,-2.06,-3.14,0.10,
0.91,4.14,-3.94,-3.96,-2.06,-3.14,0.10,
0.916,4.14,-3.94,-3.96,-2.08,-2.96,0.39,
0.917,4.14,-3.94,-3.96,-2.08,-2.96,0.39,
0.917,4.09,-4.18,-4.17,-2.08,-2.96,0.39,
0.918,4.09,-4.18,-4.17,-2.08,-2.96,0.39,
0.926,4.09,-4.18,-4.17,-2.05,-2.66,0.70,
0.927,4.09,-4.18,-4.17,-2.05,-2.66,0.70,
0.928,4.01,-4.43,-4.30,-2.05,-2.66,0.70,
0.928,4.01,-4.43,-4.30,-2.05,-2.66,0.70,
0.935,4.01,-4.43,-4.30,-2.01,-2.37,1.00,
0.936,4.01,-4.43,-4.30,-2.01,-2.37,1.00,
0.937,3.87,-4.66,-4.28,-2.01,-2.37,1.00,
0.937,3.87,-4.66,-4.28,-2.01,-2.37,1.00,
0.945,3.87,-4.66,-4.28,-1.96,-2.15,1.26,
0.946,3.87,-4.66,-4.28,-1.96,-2.15,1.26,
0.946,3.63,-4.88,-4.20,-1.96,-2.15,1.26,
0.947,3.63,-4.88,-4.20,-1.96,-2.15,1.26,
0.954,3.63,-4.88,-4.20,-1.90,-1.99,1.50,
0.956,3.63,-4.88,-4.20,-1.90,-1.99,1.50,
0.956,3.26,-5.12,-4.25,-1.90,-1.99,1.50,
0.957,3.26,-5.12,-4.25,-1.90,-1.99,1.50,
0.964,3.26,-5.12,-4.25,-1.82,-1.83,1.74,
0.965,3.26,-5.12,-4.25,-1.82,-1.83,1.74,
0.966,2.76,-5.41,-4.53,-1.82,-1.83,1.74,
0.966,2.76,-5.41,-4.53,-1.82,-1.83,1.74,
0.975,2.76,-5.41,-4.53,-1.72,-1.66,1.99,
0.976,2.76,-5.41,-4.53,-1.72,-1.66,1.99,
0.977,2.19,-5.77,-4.91,-1.72,-1.66,1.99,
0.978,2.19,-5.77,-4.91,-1.72,-1.66,1.99,
0.983,2.19,-5.77,-4.91,-1.61,-1.49,2.26,
0.984,2.19,-5.77,-4.91,-1.61,-1.49,2.26,
0.984,1.75,-6.09,-5.15,-1.61,-1.49,2.26,
0.985,1.75,-6.09,-5.15,-1.61,-1.49,2.26,
0.993,1.75,-6.09,-5.15,-1.55,-1.34,2.55,
0.994,1.75,-6.09,-5.15,-1.55,-1.34,2.55,
0.995,1.58,-6.29,-5.04,-1.55,-1.34,2.55,
0.995,1.58,-6.29,-5.04,-1.55,-1.34,2.55,
1.002,1.58,-6.29,-5.04,-1.56,-1.24,2.86,
1.003,1.58,-6.29,-5.04,-1.56,-1.24,2.86,
1.003,1.80,-6.32,-4.62,-1.56,-1.24,2.86,
1.004,1.80,-6.32,-4.62,-1.56,-1.24,2.86,
1.011,1.80,-6.32,-4.62,-1.58,-1.17,3.17,
1.012,1.80,-6.32,-4.62,-1.58,-1.17,3.17,
1.013,3.32,-6.18,-4.08,-1.58,-1.17,3.17,
1.013,3.32,-6.18,-4.08,-1.58,-1.17,3.17,
1.021,3.32,-6.18,-4.08,-1.52,-1.18,3.42,
1.022,3.32,-6.18,-4.08,-1.52,-1.18,3.42,
1.023,5.11,-5.98,-3.54,-1.52,-1.18,3.42,
1.023,5.11,-5.98,-3.54,-1.52,-1.18,3.42,
1.031,5.11,-5.98,-3.54,-1.29,-1.34,3.48,
